area_health_resource_files_release_year,occupation_name,geography_name,hispanic,white,black,asian,pacific,indigenous,other,less_than_30,30_to_39,40_to_49,50_to_59,60+,male,female,hispanic-latino_%,white_%,black-african_american_%,asian_%,native_hawaiian-other_pacific_islander_%,american_indian-alaska_native_%,other-multiple_races_%,less_than_30_%,30_to_39_%,40_to_49_%,50_to_59_%,60+_%,male_%,female_%,missing-suppressed_raceethnicity_data_comment,missing-suppressed_age_data_comment,missing-suppressed_gender_data_comment,hrsa_data_warehouse_processing_date
ACS 5-Year 2015-2019,Psychologists,Maryland,276.0,4303.0,590.0,209.0,,,59.0,501.0,1281.0,992.0,770.0,1893.0,1351.0,4086.0,5.076,79.143,10.852,3.844,,,1.085,9.215,23.561,18.245,14.162,34.817,24.848,75.152,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Massachusetts,659.0,8609.0,158.0,212.0,,,144.0,637.0,2325.0,1851.0,1693.0,3276.0,2673.0,7109.0,6.737,88.009,1.615,2.167,,,1.472,6.512,23.768,18.923,17.307,33.49,27.326,72.674,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Michigan,78.0,4650.0,297.0,,,,,331.0,1076.0,1089.0,1115.0,1571.0,2002.0,3180.0,1.505,89.734,5.731,,,,,6.387,20.764,21.015,21.517,30.316,38.634,61.366,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Minnesota,,5522.0,,295.0,,,197.0,341.0,1334.0,1562.0,1361.0,1448.0,1595.0,4451.0,,91.333,,4.879,,,3.258,5.64,22.064,25.835,22.511,23.95,26.381,73.619,Hispanic: [No Data]; Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Mississippi,,544.0,148.0,,,,,75.0,149.0,208.0,152.0,159.0,185.0,558.0,,73.217,19.919,,,,,10.094,20.054,27.995,20.458,21.4,24.899,75.101,Hispanic: Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Missouri,,1998.0,247.0,,,,,153.0,508.0,622.0,497.0,584.0,584.0,1780.0,,84.518,10.448,,,,,6.472,21.489,26.311,21.024,24.704,24.704,75.296,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Montana,,390.0,,,,,,,171.0,,62.0,142.0,,391.0,,83.156,,,,,,,36.461,,13.22,30.277,,83.369,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Nebraska,,955.0,,,,,,171.0,218.0,274.0,148.0,308.0,360.0,759.0,,85.344,,,,,,15.282,19.482,24.486,13.226,27.525,32.172,67.828,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Nevada,,775.0,,,,,,187.0,199.0,236.0,87.0,183.0,153.0,739.0,,86.883,,,,,,20.964,22.309,26.457,9.753,20.516,17.152,82.848,Hispanic: Supressed; Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,New Hampshire,,955.0,,,,,,115.0,222.0,232.0,198.0,228.0,349.0,646.0,,95.98,,,,,,11.558,22.312,23.317,19.899,22.915,35.075,64.925,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,New Jersey,692.0,6278.0,434.0,172.0,,,76.0,651.0,1934.0,1809.0,1260.0,1998.0,1899.0,5753.0,9.043,82.044,5.672,2.248,,,0.993,8.508,25.274,23.641,16.466,26.111,24.817,75.183,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,New Mexico,247.0,727.0,,,,,,,,161.0,134.0,662.0,365.0,632.0,24.774,72.919,,,,,,,,16.148,13.44,66.399,36.61,63.39,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,New York,1809.0,21124.0,856.0,773.0,,,216.0,1734.0,5314.0,4892.0,4402.0,8436.0,6847.0,17931.0,7.301,85.253,3.455,3.12,,,0.872,6.998,21.446,19.743,17.766,34.046,27.633,72.367,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,North Carolina,161.0,4034.0,347.0,158.0,,,229.0,392.0,874.0,1170.0,1335.0,1158.0,1443.0,3486.0,3.266,81.842,7.04,3.206,,,4.646,7.953,17.732,23.737,27.085,23.494,29.276,70.724,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,North Dakota,,625.0,,,,,,,360.0,,,,123.0,502.0,,100.0,,,,,,,57.6,,,,19.68,80.32,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Ohio,107.0,4937.0,404.0,147.0,,,100.0,771.0,1639.0,1229.0,792.0,1264.0,1532.0,4163.0,1.879,86.69,7.094,2.581,,,1.756,13.538,28.78,21.58,13.907,22.195,26.901,73.099,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Oklahoma,,1075.0,,,,,,,355.0,294.0,174.0,295.0,266.0,940.0,,89.138,,,,,,,29.436,24.378,14.428,24.461,22.056,77.944,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Oregon,152.0,2619.0,,133.0,,,,207.0,790.0,771.0,407.0,813.0,901.0,2087.0,5.087,87.651,,4.451,,,,6.928,26.439,25.803,13.621,27.209,30.154,69.846,Black (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Pennsylvania,229.0,7977.0,350.0,196.0,,,298.0,1073.0,2330.0,2079.0,1203.0,2365.0,2463.0,6587.0,2.53,88.144,3.867,2.166,,,3.293,11.856,25.746,22.972,13.293,26.133,27.215,72.785,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Rhode Island,285.0,868.0,,,,,,146.0,224.0,338.0,182.0,291.0,280.0,901.0,24.132,73.497,,,,,,12.362,18.967,28.62,15.411,24.64,23.709,76.291,Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,South Carolina,,1521.0,163.0,,,,,155.0,540.0,281.0,302.0,456.0,316.0,1418.0,,87.716,9.4,,,,,8.939,31.142,16.205,17.416,26.298,18.224,81.776,Hispanic: Supressed; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,South Dakota,,241.0,,,,,,,,,,,,178.0,,97.571,,,,,,,,,,,,72.065,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed; 60 or Older: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Tennessee,44.0,2306.0,348.0,,,,,390.0,699.0,532.0,440.0,770.0,779.0,2052.0,1.554,81.455,12.292,,,,,13.776,24.691,18.792,15.542,27.199,27.517,72.483,Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Texas,1416.0,7512.0,1130.0,291.0,,,,1453.0,3068.0,2034.0,1463.0,2395.0,2660.0,7753.0,13.598,72.141,10.852,2.795,,,,13.954,29.463,19.533,14.05,23.0,25.545,74.455,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Utah,,1524.0,,,,,,200.0,527.0,336.0,191.0,439.0,702.0,991.0,,90.018,,,,,,11.813,31.128,19.846,11.282,25.93,41.465,58.535,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Vermont,,906.0,,,,,,,249.0,159.0,262.0,161.0,189.0,717.0,,100.0,,,,,,,27.483,17.55,28.918,17.77,20.861,79.139,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: Supressed,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Virginia,395.0,4168.0,698.0,157.0,,,,620.0,1534.0,1159.0,813.0,1358.0,1461.0,4023.0,7.203,76.003,12.728,2.863,,,,11.306,27.972,21.134,14.825,24.763,26.641,73.359,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Washington,235.0,4924.0,124.0,205.0,,,63.0,302.0,1027.0,1327.0,936.0,1971.0,1668.0,3895.0,4.224,88.513,2.229,3.685,,,1.132,5.429,18.461,23.854,16.825,35.431,29.984,70.016,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,West Virginia,,934.0,,,,,,96.0,169.0,285.0,169.0,255.0,178.0,796.0,,95.893,,,,,,9.856,17.351,29.261,17.351,26.181,18.275,81.725,Hispanic: Supressed; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Wisconsin,,3920.0,63.0,,,,125.0,824.0,920.0,732.0,903.0,864.0,1282.0,2961.0,,92.387,1.485,,,,2.946,19.42,21.683,17.252,21.282,20.363,30.214,69.786,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Psychologists,Wyoming,,207.0,,,,,,,,,,70.0,,121.0,,100.0,,,,,,,,,,33.816,,58.454,Hispanic: [No Data]; Black (Non-Hispanic): [No Data]; Asian (Non-Hispanic): [No Data]; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data]; Multiple/ Other Race: [No Data],Less than 30 Years Old: [No Data]; 30 to 39 Years Old: Supressed; 40 to 49 Years Old: Supressed; 50 to 59 Years Old: Supressed,Male: Supressed,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Alabama,894.0,41513.0,9086.0,626.0,,168.0,1069.0,11970.0,12537.0,12543.0,10266.0,6059.0,6315.0,47060.0,1.675,77.776,17.023,1.173,,0.315,2.003,22.426,23.489,23.5,19.234,11.352,11.831,88.169,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Alaska,492.0,5384.0,386.0,539.0,,290.0,170.0,1154.0,1549.0,1930.0,1573.0,1178.0,1174.0,6210.0,6.663,72.914,5.228,7.3,,3.927,2.302,15.628,20.978,26.138,21.303,15.953,15.899,84.101,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Arizona,8539.0,43397.0,2528.0,4547.0,,803.0,1243.0,10380.0,15577.0,13943.0,12790.0,8453.0,7711.0,53432.0,13.966,70.976,4.135,7.437,,1.313,2.033,16.977,25.476,22.804,20.918,13.825,12.611,87.389,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Arkansas,704.0,25452.0,3467.0,553.0,,111.0,794.0,5924.0,8898.0,6563.0,6180.0,3516.0,3371.0,27710.0,2.265,81.889,11.155,1.779,,0.357,2.555,19.06,28.628,21.116,19.884,11.312,10.846,89.154,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,California,46989.0,136361.0,22195.0,108602.0,798.0,604.0,9934.0,44427.0,85238.0,80448.0,68895.0,46475.0,52462.0,273021.0,14.437,41.895,6.819,33.366,0.245,0.186,3.052,13.65,26.188,24.716,21.167,14.279,16.118,83.882,,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Colorado,5394.0,43702.0,1494.0,1632.0,33.0,113.0,1033.0,8469.0,15652.0,12158.0,9682.0,7440.0,5897.0,47504.0,10.101,81.837,2.798,3.056,0.062,0.212,1.934,15.859,29.31,22.767,18.131,13.932,11.043,88.957,,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Connecticut,2406.0,30194.0,3229.0,2089.0,,,423.0,5274.0,7044.0,9222.0,9845.0,6970.0,3179.0,35176.0,6.273,78.722,8.419,5.446,,,1.103,13.75,18.365,24.044,25.668,18.172,8.288,91.712,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Delaware,337.0,9121.0,2214.0,432.0,,,,1755.0,2819.0,3212.0,2880.0,1620.0,944.0,11342.0,2.743,74.239,18.021,3.516,,,,14.285,22.945,26.144,23.441,13.186,7.684,92.316,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,District of Columbia,453.0,4099.0,5568.0,926.0,,,219.0,2161.0,3034.0,2235.0,2310.0,1615.0,1427.0,9928.0,3.989,36.099,49.036,8.155,,,1.929,19.031,26.72,19.683,20.343,14.223,12.567,87.433,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Florida,34471.0,121503.0,37677.0,14538.0,,491.0,4705.0,32713.0,50589.0,51030.0,48486.0,30591.0,29385.0,184024.0,16.153,56.934,17.655,6.812,,0.23,2.205,15.329,23.705,23.912,22.72,14.334,13.769,86.231,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Georgia,2819.0,59593.0,25687.0,3358.0,,308.0,1597.0,15883.0,20524.0,24563.0,20116.0,12276.0,7983.0,85379.0,3.019,63.83,27.513,3.597,,0.33,1.711,17.012,21.983,26.309,21.546,13.149,8.551,91.449,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Hawaii,1066.0,4176.0,175.0,6061.0,404.0,,2148.0,1926.0,4343.0,3617.0,2305.0,1912.0,2246.0,11857.0,7.559,29.611,1.241,42.977,2.865,,15.231,13.657,30.795,25.647,16.344,13.557,15.926,84.074,American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Idaho,680.0,13261.0,,392.0,,117.0,220.0,2066.0,4119.0,3893.0,2867.0,1803.0,2165.0,12583.0,4.611,89.917,,2.658,,0.793,1.492,14.009,27.929,26.397,19.44,12.225,14.68,85.32,Black (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Illinois,9222.0,88205.0,13283.0,19182.0,,78.0,1910.0,23054.0,31421.0,30230.0,28313.0,18883.0,12997.0,118904.0,6.992,66.872,10.07,14.543,,0.059,1.448,17.478,23.822,22.919,21.465,14.316,9.854,90.146,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Indiana,1962.0,66200.0,4218.0,1562.0,,,867.0,12975.0,19171.0,17600.0,16028.0,9096.0,5578.0,69292.0,2.621,88.42,5.634,2.086,,,1.158,17.33,25.606,23.507,21.408,12.149,7.45,92.55,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Iowa,777.0,33972.0,346.0,704.0,,,204.0,5758.0,8998.0,7838.0,9246.0,4204.0,2253.0,33791.0,2.156,94.251,0.96,1.953,,,0.566,15.975,24.964,21.746,25.652,11.664,6.251,93.749,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Kansas,1336.0,29769.0,1282.0,838.0,,213.0,500.0,6879.0,8927.0,7066.0,6592.0,4474.0,2990.0,30948.0,3.937,87.716,3.777,2.469,,0.628,1.473,20.269,26.304,20.82,19.424,13.183,8.81,91.19,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Kentucky,892.0,44639.0,2323.0,477.0,,,495.0,8842.0,13287.0,11505.0,10275.0,4993.0,4344.0,44558.0,1.824,91.283,4.75,0.975,,,1.012,18.081,27.171,23.527,21.011,10.21,8.883,91.117,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Louisiana,1376.0,36101.0,9998.0,710.0,,121.0,896.0,8756.0,13469.0,11790.0,10168.0,5048.0,6830.0,42401.0,2.795,73.33,20.308,1.442,,0.246,1.82,17.786,27.359,23.948,20.654,10.254,13.873,86.127,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Maine,,14505.0,217.0,,,,137.0,2436.0,2845.0,3362.0,4099.0,2340.0,1296.0,13786.0,,96.174,1.439,,,,0.908,16.152,18.864,22.291,27.178,15.515,8.593,91.407,Hispanic: Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Maryland,2570.0,36272.0,18869.0,5081.0,,,1113.0,10441.0,14632.0,14797.0,14299.0,9802.0,6026.0,57945.0,4.017,56.701,29.496,7.943,,,1.74,16.321,22.873,23.131,22.352,15.323,9.42,90.58,Native Hawaiian/ Pacific Islander: Supressed; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Massachusetts,3485.0,73125.0,9011.0,3622.0,,,1547.0,14361.0,18673.0,19562.0,22202.0,16023.0,7478.0,83343.0,3.837,80.516,9.922,3.988,,,1.703,15.812,20.56,21.539,24.446,17.642,8.234,91.766,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Michigan,2904.0,84376.0,8139.0,4890.0,,249.0,1577.0,17784.0,23611.0,22847.0,23707.0,14238.0,11464.0,90723.0,2.842,82.57,7.965,4.785,,0.244,1.543,17.403,23.106,22.358,23.2,13.933,11.219,88.781,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Minnesota,1122.0,62925.0,3919.0,2411.0,,184.0,1548.0,12342.0,19573.0,17039.0,13685.0,9470.0,7836.0,64273.0,1.556,87.264,5.435,3.344,,0.255,2.147,17.116,27.144,23.63,18.978,13.133,10.867,89.133,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Mississippi,320.0,23528.0,8616.0,473.0,,,182.0,7488.0,8408.0,7980.0,6139.0,3114.0,3119.0,30010.0,0.966,71.019,26.007,1.428,,,0.549,22.603,25.38,24.088,18.531,9.4,9.415,90.585,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Missouri,1778.0,61112.0,5039.0,1614.0,,351.0,714.0,12938.0,18007.0,15208.0,14519.0,10023.0,6084.0,64611.0,2.515,86.445,7.128,2.283,,0.496,1.01,18.301,25.471,21.512,20.538,14.178,8.606,91.394,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Montana,282.0,9794.0,,,,376.0,360.0,1313.0,2923.0,2566.0,2385.0,1764.0,1162.0,9789.0,2.575,89.435,,,,3.433,3.287,11.99,26.692,23.432,21.779,16.108,10.611,89.389,Black (Non-Hispanic): Supressed; Asian (Non-Hispanic): Supressed; Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Nebraska,1231.0,21649.0,945.0,136.0,,,344.0,5192.0,7437.0,4378.0,4167.0,3180.0,2184.0,22170.0,5.055,88.893,3.88,0.558,,,1.412,21.319,30.537,17.977,17.11,13.057,8.968,91.032,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Nevada,1788.0,12378.0,1691.0,6037.0,,54.0,526.0,3715.0,5650.0,5498.0,4745.0,2916.0,3171.0,19353.0,7.938,54.955,7.508,26.803,,0.24,2.335,16.494,25.084,24.41,21.066,12.946,14.078,85.922,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,New Hampshire,215.0,14694.0,122.0,406.0,,,93.0,2285.0,3157.0,3058.0,4447.0,2583.0,1861.0,13669.0,1.384,94.617,0.786,2.614,,,0.599,14.713,20.328,19.691,28.635,16.632,11.983,88.017,Native Hawaiian/ Pacific Islander: [No Data]; American Indian/ Alaska Native: [No Data],,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,New Jersey,5844.0,49239.0,11383.0,13091.0,,52.0,1698.0,10649.0,15494.0,19033.0,21909.0,14251.0,8931.0,72405.0,7.185,60.538,13.995,16.095,,0.064,2.088,13.093,19.049,23.4,26.936,17.521,10.98,89.02,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,New Mexico,6213.0,9718.0,428.0,676.0,,774.0,294.0,2870.0,4457.0,4235.0,4143.0,2412.0,2620.0,15497.0,34.294,53.64,2.362,3.731,,4.272,1.623,15.841,24.601,23.376,22.868,13.313,14.462,85.538,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,New York,16091.0,118408.0,38530.0,28805.0,,476.0,3547.0,31906.0,45714.0,44702.0,50709.0,32916.0,23596.0,182351.0,7.813,57.494,18.709,13.987,,0.231,1.722,15.492,22.197,21.706,24.622,15.983,11.457,88.543,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,North Carolina,2423.0,79995.0,16598.0,2877.0,,863.0,1644.0,16199.0,26037.0,26164.0,23446.0,12555.0,8949.0,95452.0,2.321,76.623,15.898,2.756,,0.827,1.575,15.516,24.939,25.061,22.458,12.026,8.572,91.428,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,North Dakota,131.0,10907.0,326.0,508.0,,83.0,,3414.0,2638.0,2845.0,1976.0,1252.0,1127.0,10998.0,1.08,89.955,2.689,4.19,,0.685,,28.157,21.757,23.464,16.297,10.326,9.295,90.705,Native Hawaiian/ Pacific Islander: [No Data]; Multiple/ Other Race: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Ohio,2977.0,125724.0,11835.0,2071.0,,239.0,2342.0,25594.0,36213.0,33436.0,31799.0,18156.0,14571.0,130627.0,2.05,86.588,8.151,1.426,,0.165,1.613,17.627,24.94,23.028,21.9,12.504,10.035,89.965,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Oklahoma,860.0,25926.0,1941.0,1283.0,,2441.0,2508.0,5973.0,9391.0,8352.0,6587.0,4696.0,4107.0,30892.0,2.457,74.076,5.546,3.666,,6.974,7.166,17.066,26.832,23.864,18.821,13.418,11.735,88.265,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Oregon,1772.0,33008.0,535.0,1805.0,,171.0,1069.0,4919.0,11711.0,7734.0,7764.0,6305.0,5047.0,33386.0,4.611,85.885,1.392,4.696,,0.445,2.781,12.799,30.471,20.123,20.201,16.405,13.132,86.868,Native Hawaiian/ Pacific Islander: Supressed,,,2022/03/21
ACS 5-Year 2015-2019,Registered Nurses,Pennsylvania,3776.0,126815.0,11634.0,4766.0,,218.0,2410.0,25781.0,32960.0,33263.0,35573.0,22042.0,15176.0,134443.0,2.524,84.759,7.776,3.185,,0.146,1.611,17.231,22.029,22.232,23.776,14.732,10.143,89.857,Native Hawaiian/ Pacific Islander: [No Data],,,2022/03/21
